id,eidos_koinotitas,onoma_dimotikis_enotitas,eidos_neou_ota,onoma_neou_ota,perifereiaki_enotita,perifereia
413,ΤΟΠ. ΚΟΙΝΟΤ,ΧΑΣΙΩΝ,ΔΗΜΟΣ,ΚΑΛΑΜΠΑΚΑΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
414,ΤΟΠ. ΚΟΙΝΟΤ,ΑΙΘΗΚΩΝ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
415,ΤΟΠ. ΚΟΙΝΟΤ,ΓΟΜΦΩΝ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
416,ΤΟΠ. ΚΟΙΝΟΤ,ΜΥΡΟΦΥΛΛΟΥ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
417,ΤΟΠ. ΚΟΙΝΟΤ,ΝΕΡΑΙΔΑΣ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
418,ΤΟΠ. ΚΟΙΝΟΤ,ΠΙΑΛΕΙΩΝ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
419,ΤΟΠ. ΚΟΙΝΟΤ,ΠΙΝΔΕΩΝ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
420,ΤΟΠ. ΚΟΙΝΟΤ,ΠΥΛΗΣ,ΔΗΜΟΣ,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
421,ΤΟΠ. ΚΟΙΝΟΤ,ΕΣΤΙΑΙΩΤΙΔΑΣ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
422,ΤΟΠ. ΚΟΙΝΟΤ,ΚΑΛΛΙΔΕΝΔΡΟΥ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
423,ΤΟΠ. ΚΟΙΝΟΤ,ΚΟΖΙΑΚΑ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
424,ΔΗΜ. ΚΟΙΝΟΤ,ΜΕΓΑΛΩΝ ΚΑΛΥΒΙΩΝ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
425,ΤΟΠ. ΚΟΙΝΟΤ,ΠΑΛΗΟΚΑΣΤΡΟΥ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
426,ΤΟΠ. ΚΟΙΝΟΤ,ΠΑΡΑΛΗΘΑΙΩΝ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
427,ΔΗΜ. ΚΟΙΝΟΤ,ΤΡΙΚΚΑΙΩΝ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
428,ΤΟΠ. ΚΟΙΝΟΤ,ΦΑΛΩΡΕΙΑΣ,ΔΗΜΟΣ,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
429,ΔΗΜ. ΚΟΙΝΟΤ,ΟΙΧΑΛΙΑΣ,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
430,ΤΟΠ. ΚΟΙΝΟΤ,ΠΕΛΙΝΝΑΙΩΝ,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
431,ΔΗΜ. ΚΟΙΝΟΤ,ΦΑΡΚΑΔΟΝΑΣ,ΔΗΜΟΣ,ΦΑΡΚΑΔΟΝΑΣ,ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ
432,ΔΗΜ. ΚΟΙΝΟΤ,ΑΛΥΚΩΝ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
433,ΤΟΠ. ΚΟΙΝΟΤ,ΑΡΚΑΔΙΩΝ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
434,ΤΟΠ. ΚΟΙΝΟΤ,ΑΡΤΕΜΙΣΙΩΝ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
435,ΤΟΠ. ΚΟΙΝΟΤ,ΕΛΑΤΙΩΝ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
436,ΔΗΜ. ΚΟΙΝΟΤ,ΖΑΚΥΝΘΙΩΝ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
437,ΔΗΜ. ΚΟΙΝΟΤ,ΛΑΓΑΝΑ,ΔΗΜΟΣ,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ
438,ΔΗΜ. ΚΟΙΝΟΤ,ΙΘΑΚΗΣ,ΔΗΜΟΣ,ΙΘΑΚΗΣ,ΙΘΑΚΗΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
439,ΤΟΠ. ΚΟΙΝΟΤ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
440,ΔΗΜ. ΚΟΙΝΟΤ,ΑΧΙΛΛΕΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
441,ΔΗΜ. ΚΟΙΝΟΤ,ΕΡΕΙΚΟΥΣΣΗΣ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
442,ΔΗΜ. ΚΟΙΝΟΤ,ΕΣΠΕΡΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
443,ΔΗΜ. ΚΟΙΝΟΤ,ΘΙΝΑΛΙΟΥ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
444,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΣΣΩΠΑΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
445,ΔΗΜ. ΚΟΙΝΟΤ,ΚΕΡΚΥΡΑΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
446,ΔΗΜ. ΚΟΙΝΟΤ,ΚΟΡΙΣΣΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
447,ΔΗΜ. ΚΟΙΝΟΤ,ΛΕΥΚΙΜΜΑΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
448,ΔΗΜ. ΚΟΙΝΟΤ,ΜΑΘΡΑΚΙΟΥ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
449,ΔΗΜ. ΚΟΙΝΟΤ,ΜΕΛΙΤΕΙΕΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
450,ΔΗΜ. ΚΟΙΝΟΤ,ΟΘΩΝΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
451,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΛΑΙΟΚΑΣΤΡΙΤΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
452,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΡΕΛΙΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
453,ΔΗΜ. ΚΟΙΝΟΤ,ΦΑΙΑΚΩΝ,ΔΗΜΟΣ,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
454,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΞΩΝ,ΔΗΜΟΣ,ΠΑΞΩΝ,ΚΕΡΚΥΡΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
455,ΔΗΜ. ΚΟΙΝΟΤ,ΑΡΓΟΣΤΟΛΙΟΥ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
456,ΔΗΜ. ΚΟΙΝΟΤ,ΕΛΕΙΟΥ - ΠΡΟΝΩΝ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
457,ΤΟΠ. ΚΟΙΝΟΤ,ΕΡΙΣΟΥ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
458,ΤΟΠ. ΚΟΙΝΟΤ,ΛΕΙΒΑΘΟΥΣ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
459,ΔΗΜ. ΚΟΙΝΟΤ,ΟΜΑΛΩΝ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
460,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΛΙΚΗΣ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
461,ΤΟΠ. ΚΟΙΝΟΤ,ΠΥΛΑΡΕΩΝ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
462,ΔΗΜ. ΚΟΙΝΟΤ,ΣΑΜΗΣ,ΔΗΜΟΣ,ΚΕΦΑΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
463,ΤΟΠ. ΚΟΙΝΟΤ,ΑΠΟΛΛΩΝΙΩΝ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
464,ΔΗΜ. ΚΟΙΝΟΤ,ΕΛΛΟΜΕΝΟΥ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
465,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΛΑΜΟΥ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
466,ΤΟΠ. ΚΟΙΝΟΤ,ΚΑΡΥΑΣ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
467,ΔΗΜ. ΚΟΙΝΟΤ,ΚΑΣΤΟΥ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
468,ΔΗΜ. ΚΟΙΝΟΤ,ΛΕΥΚΑΔΟΣ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
469,ΤΟΠ. ΚΟΙΝΟΤ,ΣΦΑΚΙΩΤΩΝ,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
470,ΤΟΠ. ΚΟΙΝΟΤ,ΜΕΓΑΝΗΣΙΟΥ,ΔΗΜΟΣ,ΜΕΓΑΝΗΣΙΟΥ,ΛΕΥΚΑΔΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ
471,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΓΕΛΟΚΑΣΤΡΟΥ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
472,ΔΗΜ. ΚΟΙΝΟΤ,ΑΓΡΙΝΙΟΥ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
473,ΔΗΜ. ΚΟΙΝΟΤ,ΑΡΑΚΥΝΘΟΥ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
474,ΔΗΜ. ΚΟΙΝΟΤ,ΘΕΣΤΙΕΩΝ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
475,ΤΟΠ. ΚΟΙΝΟΤ,ΜΑΚΡΥΝΕΙΑΣ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
476,ΤΟΠ. ΚΟΙΝΟΤ,ΝΕΑΠΟΛΗΣ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
477,ΤΟΠ. ΚΟΙΝΟΤ,ΠΑΝΑΙΤΩΛΙΚΟΥ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
478,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΡΑΒΟΛΑΣ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
479,ΤΟΠ. ΚΟΙΝΟΤ,ΠΑΡΑΚΑΜΠΥΛΙΩΝ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
480,ΔΗΜ. ΚΟΙΝΟΤ,ΣΤΡΑΤΟΥ,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
481,ΔΗΜ. ΚΟΙΝΟΤ,ΑΝΑΚΤΟΡΙΟΥ,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
482,ΔΗΜ. ΚΟΙΝΟΤ,ΜΕΔΕΩΝΟΣ,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
483,ΔΗΜ. ΚΟΙΝΟΤ,ΠΑΛΑΙΡΟΥ,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
484,ΔΗΜ. ΚΟΙΝΟΤ,ΑΜΦΙΛΟΧΙΑΣ,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
485,ΤΟΠ. ΚΟΙΝΟΤ,ΙΝΑΧΟΥ,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
486,ΤΟΠ. ΚΟΙΝΟΤ,ΜΕΝΙΔΙΟΥ,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
487,ΔΗΜ. ΚΟΙΝΟΤ,ΘΕΡΜΟΥ,ΔΗΜΟΣ,ΘΕΡΜΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
488,ΔΗΜ. ΚΟΙΝΟΤ,ΑΙΤΩΛΙΚΟΥ,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
489,ΔΗΜ. ΚΟΙΝΟΤ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
490,ΔΗΜ. ΚΟΙΝΟΤ,ΟΙΝΙΑΔΩΝ,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
491,ΤΟΠ. ΚΟΙΝΟΤ,ΑΝΤΙΡΡΙΟΥ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
492,ΤΟΠ. ΚΟΙΝΟΤ,ΑΠΟΔΟΤΙΑΣ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
493,ΔΗΜ. ΚΟΙΝΟΤ,ΝΑΥΠΑΚΤΟΥ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
494,ΤΟΠ. ΚΟΙΝΟΤ,ΠΛΑΤΑΝΟΥ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
495,ΤΟΠ. ΚΟΙΝΟΤ,ΠΥΛΛΗΝΗΣ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
496,ΤΟΠ. ΚΟΙΝΟΤ,ΧΑΛΚΕΙΑΣ,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
497,ΤΟΠ. ΚΟΙΝΟΤ,ΑΛΥΖΙΑΣ,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
498,ΔΗΜ. ΚΟΙΝΟΤ,ΑΣΤΑΚΟΥ,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
499,ΤΟΠ. ΚΟΙΝΟΤ,ΦΥΤΕΙΩΝ,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
500,ΤΟΠ. ΚΟΙΝΟΤ,ΑΙΓΕΙΡΑΣ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
501,ΔΗΜ. ΚΟΙΝΟΤ,ΑΙΓΙΟΥ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
502,ΤΟΠ. ΚΟΙΝΟΤ,ΑΚΡΑΤΑΣ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
503,ΔΗΜ. ΚΟΙΝΟΤ,ΔΙΑΚΟΠΤΟΥ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
504,ΤΟΠ. ΚΟΙΝΟΤ,ΕΡΙΝΕΟΥ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
505,ΔΗΜ. ΚΟΙΝΟΤ,ΣΥΜΠΟΛΙΤΕΙΑΣ,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
506,ΔΗΜ. ΚΟΙΝΟΤ,ΔΥΜΗΣ,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
507,ΔΗΜ. ΚΟΙΝΟΤ,ΛΑΡΙΣΣΟΥ,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
508,ΤΟΠ. ΚΟΙΝΟΤ,ΜΟΒΡΗΣ,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
509,ΤΟΠ. ΚΟΙΝΟΤ,ΩΛΕΝΙΑΣ,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
510,ΤΟΠ. ΚΟΙΝΟΤ,ΚΑΛΕΝΤΖΙΟΥ,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
511,ΤΟΠ. ΚΟΙΝΟΤ,ΛΕΟΝΤΙΟΥ,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
512,ΤΟΠ. ΚΟΙΝΟΤ,ΤΡΙΤΑΙΑΣ,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
513,ΤΟΠ. ΚΟΙΝΟΤ,ΦΑΡΡΩΝ,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
514,ΤΟΠ. ΚΟΙΝΟΤ,ΑΡΟΑΝΙΑΣ,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
515,ΤΟΠ. ΚΟΙΝΟΤ,ΚΑΛΑΒΡΥΤΩΝ,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
516,ΤΟΠ. ΚΟΙΝΟΤ,ΚΛΕΙΤΟΡΙΑΣ,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
